,height,weight,wingspan,vertical,IS,OS,Rng,Fin,Reb,IDef,PDef,IQ,Pass,Hnd,Drv,Str,Spd,Sta,POT,PTS,FG_M,FG_A,eFG_P,_3P_M,_3P_A,_3P_P,_2P_M,_2P_A,_2P_P,FT_M,FT_A,FT_P,Off,Def,Rebs,AST,STL,BLK,TO,PF,PLUS,DIST,PITP,FBP,FD,F_M,F_A,F_P,IS_M,IS_A,IS_P,MR_M,MR_A,MR_P,Poss,O_Poss,O_PTS,O_FG_M,O_FG_A,O_eFG_P,O_3P_M,O_3P_A,O_3P_P,O_2P_M,O_2P_A,O_2P_P,O_F_M,O_F_A,O_F_P,O_IS_M,O_IS_A,O_IS_P,O_MR_M,O_MR_A,O_MR_P,OBPM,DBPM,BPM,TS,_3PAr,FTr,ORB_P,DRB_P,TRB_P,AST_P,STL_P,BLK_P,TO_P,USG_P
10,78.0,210,79.0,28.0,15,16,9,7,8,12,12,13,15,11,12,15,14,15,12,14.827,5.171,11.073,0.554,1.929,5.049,0.382,3.245,6.024,0.539,2.563,3.757,0.682,1.123,2.56,3.683,3.707,1.463,0.171,2.098,2.001,8.855,12.988,3.854,1.707,2.853,0.902,1.293,0.698,1.022,1.902,0.537,1.317,2.829,0.466,62.497,62.494,8.853,3.537,9.294,0.476,1.781,5.293,0.336,1.754,4.0,0.439,0.292,0.391,0.747,0.635,1.244,0.51,0.83,2.367,0.351,2.0,1.3,3.3,0.583,0.456,0.339,4.0,8.9,6.5,18.5,2.3,0.5,14.2,21.4
11,69.5,160,74.25,29.0,9,11,12,9,3,3,7,16,8,13,18,10,11,12,10,4.999,1.754,4.61,0.447,0.61,1.901,0.321,1.146,2.707,0.423,0.877,1.172,0.748,0.293,0.463,0.756,1.096,0.291,0.049,0.683,0.88,-1.341,13.886,1.073,0.268,0.951,0.219,0.488,0.449,0.317,0.732,0.433,0.61,1.488,0.41,23.405,23.457,4.195,1.781,4.073,0.515,0.635,1.977,0.321,1.145,2.098,0.546,0.267,0.317,0.842,0.343,0.415,0.827,0.539,1.366,0.395,0.5,-0.6,-0.1,0.488,0.412,0.254,2.6,4.4,3.5,14.8,1.3,0.4,11.8,22.2
12,76.0,195,77.25,32.0,13,14,18,17,12,10,15,10,14,12,15,13,17,6,13,21.956,7.371,15.76,0.573,3.304,8.608,0.384,4.065,7.152,0.568,3.913,4.871,0.803,1.086,2.567,3.653,2.849,2.219,0.087,1.888,2.174,16.217,14.238,4.738,1.632,3.455,1.305,1.955,0.668,1.067,1.848,0.577,1.695,3.348,0.506,62.603,62.426,9.413,3.913,10.197,0.462,1.586,5.458,0.291,2.326,4.738,0.491,0.434,0.565,0.768,0.326,0.524,0.622,1.564,3.652,0.428,3.3,1.3,4.6,0.613,0.546,0.309,3.7,9.2,6.4,15.7,3.6,0.3,9.5,28.4
13,77.5,215,81.25,41.5,7,19,15,16,11,7,14,7,7,18,8,18,11,12,11,20.382,6.787,15.071,0.57,3.595,10.001,0.359,3.191,5.071,0.629,3.214,3.953,0.813,0.834,3.023,3.857,1.808,1.74,0.286,1.454,1.358,15.333,13.098,4.952,4.498,2.977,1.929,2.119,0.91,0.548,1.072,0.511,0.715,1.881,0.38,60.801,60.61,9.76,4.023,9.358,0.521,1.714,4.666,0.367,2.307,4.69,0.492,0.429,0.521,0.823,0.5,0.832,0.601,1.381,3.332,0.414,2.1,1.0,3.1,0.606,0.664,0.262,3.1,11.0,7.2,8.9,2.9,0.9,8.0,27.1
14,74.5,185,78.0,33.0,12,15,12,11,4,9,16,15,7,13,10,16,13,8,12,18.001,6.288,13.623,0.571,2.978,8.177,0.364,3.313,5.443,0.609,2.444,3.333,0.733,0.466,1.266,1.732,1.62,1.668,0.132,1.376,1.534,14.512,14.551,3.775,2.134,2.334,1.199,1.511,0.794,0.689,1.334,0.516,1.423,2.601,0.547,55.108,54.858,7.131,2.978,7.956,0.448,1.18,4.135,0.285,1.799,3.822,0.471,0.267,0.355,0.752,0.423,0.822,0.515,1.109,2.646,0.419,1.7,1.0,2.7,0.596,0.6,0.245,1.9,5.0,3.4,9.4,3.0,0.5,8.4,26.6
15,76.0,200,77.0,37.5,7,12,14,11,7,6,10,13,9,11,10,13,13,7,11,12.122,4.145,10.486,0.511,2.437,7.268,0.335,1.704,3.221,0.529,1.39,2.292,0.606,0.83,2.659,3.489,2.048,0.829,0.146,2.172,2.341,-9.317,16.086,1.612,0.805,2.048,0.365,0.438,0.833,0.44,1.074,0.41,0.902,1.707,0.528,57.84,57.688,10.658,4.636,9.536,0.559,1.389,3.78,0.367,3.244,5.756,0.564,0.635,0.755,0.841,1.074,1.853,0.58,1.537,3.147,0.488,-0.7,0.1,-0.6,0.527,0.693,0.219,2.8,9.7,6.2,12.5,1.4,0.4,15.9,21.1
16,69.5,180,70.0,30.5,9,12,16,18,5,9,11,13,15,14,10,11,19,12,12,18.451,6.426,14.024,0.565,2.999,8.375,0.358,3.425,5.651,0.606,2.6,3.6,0.722,0.701,1.324,2.025,4.175,1.252,0.099,1.926,2.425,9.377,12.714,4.75,3.451,2.773,1.775,2.05,0.866,0.6,1.125,0.533,1.051,2.476,0.424,65.193,65.333,12.2,4.923,11.351,0.537,2.349,6.7,0.351,2.575,4.649,0.554,0.5,0.575,0.87,0.599,0.876,0.684,1.474,3.201,0.46,3.1,-0.9,2.2,0.591,0.597,0.257,2.4,4.5,3.4,19.8,1.9,0.3,11.0,24.2
17,76.0,205,82.0,28.0,12,16,9,11,11,7,19,8,8,10,5,16,14,9,10,21.999,7.317,16.976,0.534,3.49,9.778,0.357,3.829,7.195,0.532,3.877,4.56,0.85,1.097,2.732,3.829,2.611,2.145,0.293,2.609,1.78,5.22,13.941,4.928,4.098,3.27,1.49,1.636,0.911,0.977,1.88,0.52,1.366,3.682,0.371,69.623,69.174,9.05,3.877,10.024,0.451,1.292,4.88,0.265,2.586,5.146,0.503,0.489,0.61,0.802,1.025,1.512,0.678,1.072,3.025,0.354,1.6,1.6,3.2,0.579,0.576,0.269,3.3,8.7,5.9,13.2,3.1,0.8,12.1,27.6
18,79.0,230,85.0,32.5,14,17,15,13,5,9,7,13,14,9,10,16,17,11,13,21.422,7.315,16.132,0.581,4.105,10.712,0.383,3.21,5.42,0.592,2.684,3.447,0.779,0.552,1.712,2.264,3.317,1.0,0.079,1.659,1.79,3.081,15.052,4.368,1.946,2.551,1.159,1.236,0.938,1.027,1.763,0.583,1.026,2.422,0.424,57.382,57.387,10.5,4.369,9.369,0.56,1.764,4.841,0.364,2.607,4.527,0.576,0.577,0.738,0.782,0.5,0.789,0.634,1.526,3.0,0.509,4.3,-0.6,3.7,0.607,0.664,0.214,2.3,6.4,4.4,22.1,1.8,0.2,8.6,30.7
19,75.5,205,81.25,28.5,7,15,14,13,9,8,8,19,15,17,12,15,8,8,11,15.849,5.477,12.049,0.582,3.075,7.098,0.433,2.401,4.951,0.485,1.825,2.3,0.793,0.849,2.102,2.951,2.575,1.024,0.099,1.849,1.549,2.125,16.406,2.351,1.075,2.199,0.499,0.7,0.713,0.674,1.425,0.473,1.225,2.826,0.433,50.908,50.846,9.948,3.899,8.575,0.58,2.151,4.949,0.435,1.75,3.626,0.483,0.299,0.325,0.92,0.149,0.274,0.544,1.3,3.025,0.43,2.5,-0.5,2.0,0.607,0.589,0.191,3.8,8.5,6.3,17.5,2.0,0.3,12.4,26.6
20,77.0,225,81.0,30.0,9,18,12,13,10,15,16,11,19,8,16,17,14,18,13,17.758,6.123,12.756,0.575,2.415,6.146,0.393,3.707,6.611,0.561,3.097,3.389,0.914,0.779,2.856,3.635,4.098,1.415,0.242,1.854,2.22,3.293,13.62,3.658,1.489,2.488,1.146,1.488,0.77,0.682,1.463,0.466,1.878,3.661,0.513,66.583,66.529,8.197,3.367,8.759,0.468,1.463,4.635,0.316,1.902,4.122,0.461,0.489,0.66,0.741,0.39,0.659,0.592,1.025,2.805,0.365,2.8,1.8,4.6,0.623,0.482,0.266,2.8,9.9,6.4,19.4,2.1,0.6,11.5,21.9
21,75.5,230,78.0,29.5,10,16,13,11,6,5,18,8,9,13,14,15,16,16,11,17.123,5.707,11.585,0.568,1.755,4.95,0.355,3.949,6.632,0.595,3.952,4.438,0.89,0.537,1.779,2.316,3.049,1.855,0.121,1.878,1.83,20.803,12.609,4.145,1.854,3.027,1.293,1.805,0.716,0.781,1.122,0.696,1.877,3.709,0.506,59.855,59.677,6.927,2.95,8.269,0.419,1.025,4.414,0.232,1.927,3.853,0.5,0.341,0.464,0.735,0.659,1.025,0.643,0.928,2.365,0.392,2.5,1.8,4.2,0.632,0.427,0.383,2.1,6.8,4.5,15.8,3.1,0.4,12.2,23.3
22,77.0,230,79.0,32.0,14,14,13,16,13,12,12,10,10,14,9,13,14,16,13,24.295,8.611,19.805,0.533,3.877,11.268,0.344,4.732,8.536,0.554,3.194,4.562,0.7,1.538,3.95,5.488,3.268,1.805,0.29,2.218,2.121,-5.879,14.361,5.365,3.024,3.318,1.317,1.683,0.783,1.365,2.342,0.583,2.051,4.513,0.454,69.424,69.545,12.78,5.171,12.0,0.533,2.439,6.684,0.365,2.733,5.317,0.514,0.61,0.78,0.782,0.317,0.657,0.482,1.804,3.879,0.465,3.1,0.8,3.8,0.557,0.569,0.23,4.7,11.7,8.3,18.8,2.6,0.7,9.2,31.5
23,76.5,215,77.25,29.0,9,12,13,7,11,8,5,16,8,9,7,11,17,15,10,16.175,5.551,12.2,0.568,2.749,6.876,0.4,2.799,5.323,0.526,2.325,3.251,0.715,0.95,2.725,3.675,2.651,1.275,0.051,1.651,1.426,1.25,13.803,3.652,1.925,2.5,1.05,1.326,0.792,0.775,1.401,0.553,0.974,2.601,0.374,54.544,54.373,9.125,3.674,8.602,0.53,1.775,4.85,0.366,1.9,3.751,0.507,0.498,0.65,0.766,0.4,0.675,0.593,1.0,2.427,0.412,2.4,0.8,3.2,0.593,0.564,0.266,3.4,10.9,7.0,17.7,2.4,0.2,10.8,25.1
24,72.0,185,78.0,27.0,6,19,14,15,6,7,7,15,14,12,9,17,13,11,11,21.61,7.414,16.584,0.559,3.707,10.17,0.365,3.706,6.414,0.578,3.074,3.683,0.835,0.755,2.074,2.829,3.048,1.315,0.073,1.755,2.462,-0.975,15.12,4.145,1.879,2.95,1.072,1.369,0.783,1.001,1.755,0.57,1.633,3.294,0.496,67.043,66.994,13.195,5.487,11.805,0.559,2.219,5.854,0.379,3.267,5.95,0.549,0.658,0.781,0.843,0.83,1.22,0.68,1.78,3.951,0.451,2.7,-0.8,1.9,0.594,0.613,0.222,2.4,6.8,4.5,15.2,2.0,0.2,8.8,26.6
25,78.0,175,80.25,32.0,11,15,13,5,9,6,5,15,6,14,12,16,15,12,12,25.659,8.765,19.342,0.559,4.104,11.265,0.364,4.659,8.08,0.577,4.027,4.843,0.832,0.816,3.078,3.894,2.104,2.317,0.026,1.815,2.0,10.053,13.891,5.895,2.315,3.606,1.5,2.212,0.678,1.447,2.103,0.688,1.711,3.763,0.455,70.356,70.989,12.499,4.896,11.236,0.556,2.712,6.656,0.407,2.184,4.579,0.477,0.5,0.657,0.761,0.369,0.631,0.585,1.316,3.289,0.4,2.5,0.2,2.7,0.597,0.582,0.25,2.8,9.8,6.4,10.3,3.3,0.1,7.8,30.3
26,70.5,165,71.0,34.0,11,7,11,13,10,9,10,17,15,17,8,7,15,19,12,18.352,6.407,15.081,0.507,2.484,7.351,0.338,3.918,7.73,0.507,3.055,4.919,0.621,1.674,2.947,4.621,6.189,2.081,0.107,2.353,2.297,9.594,12.307,5.19,3.89,3.487,1.624,2.026,0.802,0.974,1.919,0.508,1.324,3.784,0.35,74.579,74.775,11.163,4.674,12.029,0.464,1.809,6.244,0.29,2.867,5.784,0.496,0.703,0.837,0.84,0.46,0.783,0.587,1.702,4.163,0.409,3.7,1.2,4.9,0.532,0.487,0.326,4.8,8.4,6.6,24.6,2.8,0.3,12.0,23.4
27,72.5,180,73.0,29.5,8,16,12,11,8,9,6,15,11,10,15,14,17,18,12,15.689,5.333,12.313,0.529,2.356,6.756,0.349,2.979,5.554,0.536,2.665,3.243,0.822,0.822,1.847,2.669,3.244,1.779,0.021,1.245,1.822,11.554,13.191,3.686,1.733,2.578,1.222,1.598,0.765,0.621,1.287,0.483,1.133,2.667,0.425,52.595,52.739,10.4,4.09,10.043,0.518,2.221,6.2,0.358,1.866,3.843,0.486,0.444,0.49,0.906,0.289,0.622,0.465,1.134,2.733,0.415,3.6,-0.3,3.3,0.571,0.549,0.263,3.5,7.2,5.5,19.6,3.4,0.1,8.3,25.8
28,78.0,225,79.0,27.5,5,15,8,9,10,9,12,11,7,18,11,15,14,10,10,15.387,5.316,11.387,0.524,1.295,4.318,0.3,4.023,7.069,0.569,3.457,5.022,0.688,0.795,2.432,3.227,2.636,2.365,0.182,2.137,2.114,14.477,10.436,4.728,2.976,3.274,1.636,2.181,0.75,0.728,1.184,0.615,1.66,3.703,0.448,61.444,61.281,8.526,3.499,9.023,0.472,1.524,4.75,0.321,1.978,4.274,0.463,0.479,0.59,0.812,0.317,0.728,0.435,1.183,2.955,0.4,1.0,1.3,2.4,0.566,0.379,0.441,2.9,8.4,5.7,13.3,3.8,0.6,13.6,22.9
29,74.5,205,78.0,32.5,10,11,16,17,10,10,14,10,13,11,17,10,14,17,12,17.342,6.0,13.477,0.532,2.342,6.431,0.364,3.661,7.045,0.52,3.001,4.046,0.742,0.614,2.09,2.704,3.093,1.522,0.182,2.364,2.046,11.728,12.706,4.229,1.454,3.113,1.272,1.863,0.683,0.841,1.409,0.597,1.544,3.774,0.409,59.488,59.238,8.296,3.296,8.34,0.497,1.703,4.773,0.357,1.591,3.569,0.446,0.499,0.637,0.783,0.34,0.59,0.576,0.749,2.341,0.32,2.1,0.9,3.0,0.568,0.477,0.3,2.3,7.9,5.1,17.8,2.6,0.6,13.4,27.2
30,77.5,230,82.0,26.5,8,7,10,14,9,6,12,16,13,8,14,7,10,15,11,7.57,3.023,5.713,0.531,0.021,0.071,0.296,3.002,5.641,0.532,1.501,2.072,0.724,0.736,3.121,3.857,4.571,1.359,0.214,1.953,1.882,15.262,4.542,4.096,1.952,2.167,1.168,1.261,0.926,0.881,1.667,0.528,0.952,2.712,0.351,57.874,58.099,8.429,3.522,9.642,0.437,1.38,4.783,0.289,2.142,4.856,0.441,0.523,0.689,0.759,0.714,1.381,0.517,0.906,2.785,0.325,1.3,2.1,3.4,0.571,0.012,0.363,2.9,10.9,7.2,20.6,2.3,0.7,22.8,13.3
31,75.5,210,82.0,29.5,3,13,7,12,5,9,12,13,10,10,13,12,6,13,13,4.367,1.584,4.049,0.467,0.61,1.952,0.312,0.977,2.097,0.466,0.587,0.829,0.708,0.194,0.61,0.804,1.391,0.292,0.0,1.05,0.927,-3.22,14.414,0.878,0.608,0.754,0.244,0.415,0.588,0.195,0.366,0.533,0.536,1.318,0.407,21.602,21.694,3.832,1.513,3.366,0.569,0.804,1.855,0.433,0.707,1.511,0.468,0.219,0.219,1.0,0.171,0.267,0.64,0.316,1.025,0.308,0.5,-0.6,-0.1,0.495,0.482,0.205,2.0,6.2,4.1,21.6,1.3,0.0,19.2,22.6
32,78.0,200,82.0,43.5,9,18,7,10,11,4,14,7,6,9,6,18,16,6,10,15.154,5.871,10.695,0.573,0.513,1.665,0.308,5.356,9.025,0.593,2.897,3.46,0.837,0.64,2.129,2.769,1.437,1.308,0.283,1.846,1.795,6.689,9.992,4.204,2.384,2.384,0.872,1.025,0.851,1.231,1.948,0.632,3.258,6.053,0.538,51.231,50.994,8.027,3.282,8.026,0.5,1.461,4.231,0.345,1.82,3.794,0.48,0.23,0.282,0.816,0.666,1.233,0.54,0.921,2.281,0.404,0.8,0.9,1.7,0.62,0.156,0.324,2.8,9.1,6.0,9.7,2.6,1.1,13.1,24.8
33,75.0,185,79.0,30.0,13,7,13,13,6,9,17,9,15,16,16,7,15,11,13,14.729,5.164,11.243,0.513,1.216,4.218,0.288,3.948,7.027,0.562,3.188,4.622,0.69,0.808,1.299,2.107,4.541,1.595,0.216,1.758,1.759,8.163,8.992,5.513,2.675,3.188,1.919,2.568,0.747,0.839,1.35,0.621,1.19,3.107,0.383,55.598,55.45,6.622,2.757,7.539,0.439,1.107,3.731,0.297,1.647,3.81,0.432,0.351,0.567,0.619,0.487,0.919,0.53,0.81,2.325,0.348,4.1,1.3,5.4,0.555,0.375,0.411,3.1,5.0,4.1,27.0,2.9,0.7,11.7,24.2
34,75.5,200,81.0,28.0,5,20,11,14,7,10,9,11,16,10,15,18,15,18,12,18.977,6.551,13.7,0.577,2.701,6.95,0.389,3.849,6.75,0.57,3.176,3.426,0.927,0.776,2.298,3.074,4.326,1.125,0.075,1.351,2.123,7.774,13.732,3.95,1.826,2.775,1.024,1.475,0.694,0.95,1.65,0.576,1.877,3.625,0.518,61.798,61.258,10.527,4.25,10.7,0.492,2.025,5.524,0.367,2.225,5.175,0.43,0.426,0.75,0.568,0.751,1.524,0.493,1.05,2.899,0.362,4.5,0.5,4.9,0.624,0.507,0.25,2.6,8.2,5.4,23.7,1.8,0.2,8.2,24.2
35,76.5,215,76.0,31.5,11,16,12,10,6,14,17,7,7,14,9,15,16,14,11,14.121,4.926,9.707,0.599,1.781,4.536,0.393,3.144,5.172,0.608,2.488,3.095,0.804,0.755,1.83,2.585,2.391,1.463,0.17,1.61,1.44,1.317,11.061,4.049,2.877,2.439,1.682,2.073,0.811,0.341,0.658,0.518,1.122,2.438,0.46,49.943,49.526,4.757,1.999,5.854,0.406,0.756,2.731,0.277,1.243,3.122,0.398,0.342,0.539,0.635,0.22,0.585,0.376,0.681,2.0,0.341,2.2,2.5,4.8,0.638,0.467,0.319,3.4,8.1,5.8,17.1,3.0,0.6,12.7,23.2
36,72.5,200,76.0,35.5,5,11,9,12,11,8,13,9,8,7,16,11,14,17,11,8.145,2.907,6.525,0.509,0.833,2.668,0.312,2.071,3.858,0.537,1.498,2.046,0.732,0.786,1.714,2.5,1.643,1.047,0.048,1.144,1.214,5.334,11.184,2.573,1.096,1.644,0.809,1.143,0.708,0.476,0.761,0.625,0.785,1.952,0.402,38.327,38.314,4.954,2.072,5.189,0.477,0.808,2.501,0.323,1.262,2.689,0.469,0.285,0.382,0.746,0.357,0.499,0.715,0.618,1.809,0.342,0.5,1.7,2.2,0.548,0.409,0.314,4.2,9.9,7.0,13.2,2.7,0.2,13.4,19.9
37,78.0,205,80.0,26.0,14,15,9,7,9,10,11,6,8,12,10,15,14,11,12,14.925,5.174,11.351,0.508,1.175,4.101,0.287,4.0,7.251,0.552,3.401,4.375,0.777,0.799,3.126,3.925,1.951,1.249,0.149,2.0,2.15,4.025,11.352,4.201,1.575,3.253,0.7,0.9,0.778,1.401,2.524,0.555,1.899,3.826,0.496,65.721,65.838,12.675,5.051,11.951,0.53,2.577,6.3,0.409,2.475,5.649,0.438,0.651,1.001,0.65,0.65,1.352,0.481,1.174,3.3,0.356,-0.1,0.2,0.1,0.562,0.361,0.385,2.9,10.0,6.6,8.8,1.9,0.4,13.1,21.1
38,69.5,155,76.0,27.5,10,11,15,7,9,4,15,13,10,13,6,11,13,9,11,16.17,5.244,11.876,0.572,3.096,8.122,0.381,2.145,3.758,0.571,2.585,3.122,0.828,0.781,1.606,2.387,2.732,0.587,0.049,1.611,1.976,1.56,14.654,3.318,1.999,2.341,1.026,1.196,0.858,0.634,1.195,0.531,0.489,1.367,0.358,56.638,56.76,8.194,3.44,9.315,0.44,1.317,5.07,0.26,2.121,4.245,0.5,0.49,0.585,0.838,0.44,0.78,0.564,1.195,2.879,0.415,2.2,1.0,3.2,0.61,0.684,0.263,2.7,6.1,4.3,16.9,1.0,0.2,10.8,23.2
39,77.5,210,81.25,32.5,11,17,12,16,12,8,18,8,10,7,15,17,8,14,12,15.217,4.999,11.162,0.552,2.326,6.432,0.362,2.674,4.729,0.565,2.891,3.649,0.792,1.163,2.106,3.269,3.352,0.866,0.162,1.757,2.107,10.133,13.081,3.837,1.676,2.649,0.892,1.108,0.805,1.027,1.54,0.667,0.758,2.083,0.364,53.63,53.471,5.974,2.567,7.054,0.423,0.837,3.594,0.233,1.729,3.46,0.5,0.431,0.622,0.693,0.757,1.026,0.738,0.54,1.812,0.298,3.1,2.2,5.3,0.596,0.576,0.327,4.7,9.2,6.9,19.4,1.6,0.6,12.1,24.1
